Request time;Time;Temperature, deg. C;Humidity, pct;Pressure, mmHg;Wind speed, m/s;Wind direction, deg;Wind direction;Precipitation, mm;Probability of precipitation, pct;Conditions
2022-02-28 18:41:49;2022-02-28 14:00:00;-0.6;59;757;3;254;З;-;-;-
;2022-02-28 17:00:00;0.2;52;756;3;247;Ю-3;0;1;Переменная облачность, без осадков
;2022-02-28 20:00:00;-2.4;58;755;3;255;З;0;1;Малооблачно, без осадков
;2022-02-28 23:00:00;-4.0;64;753;4;261;З;0;1;Малооблачно, без осадков
;2022-03-01 02:00:00;-5.0;70;752;5;266;З;0;1;Переменная облачность, без осадков
;2022-03-01 05:00:00;-5.0;76;751;5;270;З;0;1;Переменная облачность, без осадков
;2022-03-01 08:00:00;-5.6;70;751;5;275;З;0;5;Переменная облачность, без осадков
;2022-03-01 11:00:00;-4.0;64;751;5;281;З;0;5;Переменная облачность, без осадков
;2022-03-01 14:00:00;-0.7;57;751;5;287;З;0;5;Переменная облачность, без осадков
;2022-03-01 17:00:00;-0.2;51;751;5;292;З;0;5;Переменная облачность, без осадков
;2022-03-01 20:00:00;-2.9;57;752;5;290;З;0.1;65;Переменная облачность, небольшие осадки
;2022-03-01 23:00:00;-4.8;63;753;4;288;З;0;45;Переменная облачность, без осадков
;2022-03-02 02:00:00;-7.6;68;754;4;284;З;0;9;Переменная облачность, без осадков
;2022-03-02 05:00:00;-9.5;74;754;3;280;З;0;33;Переменная облачность, без осадков
;2022-03-02 08:00:00;-9.6;68;754;3;269;З;0;10;Облачно, без осадков
;2022-03-02 11:00:00;-6.0;61;753;3;259;З;0;9;Облачно, без осадков
;2022-03-02 14:00:00;-1.1;55;753;4;250;З;0;9;Облачно, без осадков
;2022-03-02 17:00:00;0.3;49;752;4;243;Ю-3;0;9;Переменная облачность, без осадков
;2022-03-02 20:00:00;-2.0;54;752;4;247;Ю-3;0;9;Переменная облачность, без осадков
;2022-03-02 23:00:00;-3.6;60;752;4;252;З;0;9;Переменная облачность, без осадков
;2022-03-03 02:00:00;-5.4;65;751;4;256;З;0;9;Переменная облачность, без осадков
;2022-03-03 05:00:00;-6.7;70;751;4;260;З;0;9;Переменная облачность, без осадков
;2022-03-03 08:00:00;-6.8;67;750;4;258;З;0;13;Переменная облачность, без осадков
;2022-03-03 11:00:00;-4.1;63;750;3;255;З;0;13;Переменная облачность, без осадков
;2022-03-03 14:00:00;-0.2;59;749;3;252;З;0;13;Переменная облачность, без осадков
;2022-03-03 17:00:00;0.3;56;748;2;246;Ю-3;0;13;Облачно, без осадков
;2022-03-03 20:00:00;-2.5;61;748;2;249;З;0;13;Облачно, без осадков
;2022-03-03 23:00:00;-3.7;66;747;3;251;З;0;13;Облачно, без осадков
;2022-03-04 02:00:00;-5.0;70;746;3;253;З;0;13;Облачно, без осадков
2022-03-01 05:51:37;2022-02-28 23:00:00;-3.2;64;753;4;261;З;-;-;-
;2022-03-01 02:00:00;-4.1;70;752;5;266;З;0;0;Переменная облачность, без осадков
;2022-03-01 05:00:00;-4.9;76;751;5;270;З;0;0;Переменная облачность, без осадков
;2022-03-01 08:00:00;-6.7;70;751;5;275;З;0;0;Переменная облачность, без осадков
;2022-03-01 11:00:00;-4.0;64;751;5;281;З;0;0;Переменная облачность, без осадков
;2022-03-01 14:00:00;0.3;57;751;5;287;З;0;0;Переменная облачность, без осадков
;2022-03-01 17:00:00;0.1;51;751;5;292;З;0;0;Переменная облачность, без осадков
;2022-03-01 20:00:00;-2.3;57;752;5;290;З;0.1;65;Переменная облачность, небольшой дождь
;2022-03-01 23:00:00;-4.6;62;753;4;288;З;0;47;Переменная облачность, без осадков
;2022-03-02 02:00:00;-6.9;68;754;4;284;З;0;9;Переменная облачность, без осадков
;2022-03-02 05:00:00;-9.1;74;754;3;280;З;0;33;Переменная облачность, без осадков
;2022-03-02 08:00:00;-10.3;68;754;3;269;З;0;10;Облачно, без осадков
;2022-03-02 11:00:00;-4.9;61;753;3;259;З;0;0;Облачно, без осадков
;2022-03-02 14:00:00;-1.8;55;753;4;250;З;0;1;Облачно, без осадков
;2022-03-02 17:00:00;0.9;49;752;4;243;Ю-3;0;2;Переменная облачность, без осадков
;2022-03-02 20:00:00;0.9;54;752;4;247;Ю-3;0;0;Переменная облачность, без осадков
;2022-03-02 23:00:00;-3.1;60;752;4;252;З;0;0;Переменная облачность, без осадков
;2022-03-03 02:00:00;-4.6;65;751;4;256;З;0;0;Переменная облачность, без осадков
;2022-03-03 05:00:00;-5.9;70;751;4;260;З;0;0;Переменная облачность, без осадков
;2022-03-03 08:00:00;-8.1;67;750;4;258;З;0;0;Переменная облачность, без осадков
;2022-03-03 11:00:00;-3.5;63;750;3;255;З;0;0;Переменная облачность, без осадков
;2022-03-03 14:00:00;-1.1;59;749;3;252;З;0;0;Переменная облачность, без осадков
;2022-03-03 17:00:00;1.1;56;749;2;246;Ю-3;0;0;Облачно, без осадков
;2022-03-03 20:00:00;1.2;61;749;2;249;З;0;0;Облачно, без осадков
;2022-03-03 23:00:00;-3.5;66;747;3;251;З;0;0;Облачно, без осадков
;2022-03-04 02:00:00;-4.9;70;746;3;253;З;0;0;Облачно, без осадков
;2022-03-04 05:00:00;-6.3;75;746;3;254;З;0;0;Облачно, без осадков
;2022-03-04 08:00:00;-7.2;70;745;3;244;Ю-3;0;1;Облачно, без осадков
;2022-03-04 11:00:00;-3.2;64;744;2;229;Ю-3;0;56;Переменная облачность, без осадков
;2022-03-04 14:00:00;-0.6;58;744;2;210;Ю-3;0;84;Переменная облачность, без осадков
2022-03-01 20:22:50;2022-03-01 14:00:00;-0.1;59;750;5;285;З;-;-;-
;2022-03-01 17:00:00;0.5;55;751;4;288;З;0;1;Переменная облачность, без осадков
;2022-03-01 20:00:00;-2.4;60;751;4;286;З;0.1;65;Переменная облачность, небольшие осадки
;2022-03-01 23:00:00;-4.2;64;752;4;284;З;0;40;Переменная облачность, без осадков
;2022-03-02 02:00:00;-6.5;69;753;3;282;З;0;3;Переменная облачность, без осадков
;2022-03-02 05:00:00;-8.4;74;754;3;279;З;0;4;Переменная облачность, без осадков
;2022-03-02 08:00:00;-8.9;68;754;3;268;З;0;5;Переменная облачность, без осадков
;2022-03-02 11:00:00;-5.3;61;753;3;258;З;0;5;Переменная облачность, без осадков
;2022-03-02 14:00:00;-0.9;55;752;4;249;З;0;5;Переменная облачность, без осадков
;2022-03-02 17:00:00;0.8;48;752;4;242;Ю-3;0;5;Переменная облачность, без осадков
;2022-03-02 20:00:00;-1.6;53;751;4;247;Ю-3;0;5;Облачно, без осадков
;2022-03-02 23:00:00;-3.3;58;751;4;252;З;0;5;Облачно, без осадков
;2022-03-03 02:00:00;-5.3;63;750;4;257;З;0;5;Облачно, без осадков
;2022-03-03 05:00:00;-6.8;68;750;4;262;З;0;5;Облачно, без осадков
;2022-03-03 08:00:00;-7.8;64;749;4;259;З;0;9;Облачно, без осадков
;2022-03-03 11:00:00;-4.8;60;749;4;256;З;0;9;Облачно, без осадков
;2022-03-03 14:00:00;-1.3;56;748;3;252;З;0;9;Облачно, без осадков
;2022-03-03 17:00:00;-0.4;52;748;3;247;Ю-3;0;9;Облачно, без осадков
;2022-03-03 20:00:00;-2.9;58;748;3;255;З;0;9;Облачно, без осадков
;2022-03-03 23:00:00;-4.6;65;747;3;263;З;0;9;Облачно, без осадков
;2022-03-04 02:00:00;-6.2;71;747;4;269;З;0;9;Облачно, без осадков
;2022-03-04 05:00:00;-6.9;77;747;4;274;З;0;9;Облачно, без осадков
;2022-03-04 08:00:00;-6.5;73;746;4;274;З;0;13;Облачно, без осадков
;2022-03-04 11:00:00;-3.7;68;745;4;274;З;0;13;Облачно, без осадков
;2022-03-04 14:00:00;-0.5;63;744;3;274;З;0;13;Облачно, без осадков
;2022-03-04 17:00:00;0.1;58;744;3;274;З;0;13;Облачно, без осадков
;2022-03-04 20:00:00;-2.2;62;742;2;274;З;0;42;Переменная облачность, без осадков
;2022-03-04 23:00:00;-3.3;66;741;2;274;З;0;45;Переменная облачность, без осадков
;2022-03-05 02:00:00;-4.7;71;740;1;274;З;0;34;Переменная облачность, без осадков
2022-03-02 05:41:31;2022-03-01 23:00:00;-4.2;64;752;4;284;З;-;-;-
;2022-03-02 02:00:00;-6.5;69;753;3;282;З;0;3;Переменная облачность, без осадков
;2022-03-02 05:00:00;-8.8;74;754;3;279;З;0;4;Переменная облачность, без осадков
;2022-03-02 08:00:00;-10.0;68;754;3;268;З;0;0;Переменная облачность, без осадков
;2022-03-02 11:00:00;-4.6;61;753;3;258;З;0;0;Переменная облачность, без осадков
;2022-03-02 14:00:00;-1.4;55;752;4;249;З;0;0;Переменная облачность, без осадков
;2022-03-02 17:00:00;1.6;48;752;4;242;Ю-3;0;0;Переменная облачность, без осадков
;2022-03-02 20:00:00;1.5;53;751;4;247;Ю-3;0;0;Облачно, без осадков
;2022-03-02 23:00:00;-2.9;58;751;4;252;З;0;0;Облачно, без осадков
;2022-03-03 02:00:00;-4.4;63;750;4;257;З;0;0;Облачно, без осадков
;2022-03-03 05:00:00;-5.9;68;750;4;262;З;0;0;Облачно, без осадков
;2022-03-03 08:00:00;-7.9;64;749;4;259;З;0;0;Облачно, без осадков
;2022-03-03 11:00:00;-3.7;60;749;4;256;З;0;0;Облачно, без осадков
;2022-03-03 14:00:00;-1.6;56;748;3;252;З;0;0;Облачно, без осадков
;2022-03-03 17:00:00;0.4;52;748;3;247;Ю-3;0;0;Облачно, без осадков
;2022-03-03 20:00:00;0.2;58;748;3;255;З;0;0;Облачно, без осадков
;2022-03-03 23:00:00;-4.3;65;747;3;263;З;0;0;Облачно, без осадков
;2022-03-04 02:00:00;-8.3;71;747;4;269;З;0;0;Облачно, без осадков
;2022-03-04 05:00:00;-6.7;77;747;4;274;З;0;1;Облачно, без осадков
;2022-03-04 08:00:00;-5.2;73;746;4;274;З;0;2;Облачно, без осадков
;2022-03-04 11:00:00;-3.6;68;745;4;274;З;0;1;Облачно, без осадков
;2022-03-04 14:00:00;-1.6;63;744;3;274;З;0;3;Облачно, без осадков
;2022-03-04 17:00:00;0.4;58;744;3;274;З;0;4;Облачно, без осадков
;2022-03-04 20:00:00;0.3;62;743;2;274;З;0;42;Переменная облачность, без осадков
;2022-03-04 23:00:00;-3.0;66;741;2;274;З;0;55;Переменная облачность, без осадков
;2022-03-05 02:00:00;-6.1;71;740;1;274;З;0;34;Переменная облачность, без осадков
;2022-03-05 05:00:00;-5.6;75;739;0;0;Штиль;0;47;Переменная облачность, без осадков
;2022-03-05 08:00:00;-4.6;70;739;1;48;С-В;0;66;Переменная облачность, без осадков
;2022-03-05 11:00:00;-3.6;64;738;2;48;С-В;0;90;Переменная облачность, без осадков
;2022-03-05 14:00:00;-2.5;59;738;2;48;С-В;0;99;Переменная облачность, без осадков
2022-03-02 19:58:03;2022-03-02 14:00:00;-0.5;53;752;4;245;Ю-3;-;-;-
;2022-03-02 17:00:00;1.7;47;751;4;241;Ю-3;0;1;Переменная облачность, без осадков
;2022-03-02 20:00:00;-1.7;53;751;4;246;Ю-3;0;1;Переменная облачность, без осадков
;2022-03-02 23:00:00;-3.3;59;750;4;251;З;0;1;Облачно, без осадков
;2022-03-03 02:00:00;-4.6;66;750;4;255;З;0;1;Облачно, без осадков
;2022-03-03 05:00:00;-5.9;72;749;4;260;З;0;1;Облачно, без осадков
;2022-03-03 08:00:00;-6.3;68;749;4;258;З;0;5;Облачно, без осадков
;2022-03-03 11:00:00;-3.7;65;748;4;255;З;0;5;Облачно, без осадков
;2022-03-03 14:00:00;-0.6;61;747;3;252;З;0;5;Облачно, без осадков
;2022-03-03 17:00:00;0.3;58;747;3;248;З;0;5;Облачно, без осадков
;2022-03-03 20:00:00;-2.7;63;746;3;254;З;0;5;Облачно, без осадков
;2022-03-03 23:00:00;-4.0;68;746;3;260;З;0;5;Облачно, без осадков
;2022-03-04 02:00:00;-6.2;74;745;3;265;З;0;5;Облачно, без осадков
;2022-03-04 05:00:00;-7.5;79;745;3;271;З;0;5;Облачно, без осадков
;2022-03-04 08:00:00;-7.8;74;745;3;274;З;0;9;Облачно, без осадков
;2022-03-04 11:00:00;-5.3;70;745;3;277;З;0;9;Облачно, без осадков
;2022-03-04 14:00:00;-2.6;65;745;2;282;З;0;9;Облачно, без осадков
;2022-03-04 17:00:00;-2.3;60;745;2;287;З;0;9;Облачно, без осадков
;2022-03-04 20:00:00;-5.6;65;744;1;278;З;0;45;Переменная облачность, без осадков
;2022-03-04 23:00:00;-7.0;70;744;0;206;Штиль;0.1;55;Переменная облачность, небольшой снег
;2022-03-05 02:00:00;-8.9;75;743;1;134;Ю-В;0;20;Облачно, без осадков
;2022-03-05 05:00:00;-8.5;80;743;2;125;Ю-В;0;9;Облачно, без осадков
;2022-03-05 08:00:00;-7.5;70;741;2;107;В;0;45;Переменная облачность, без осадков
;2022-03-05 11:00:00;-4.8;60;739;2;92;В;0.4;86;Облачно, небольшой снег
;2022-03-05 14:00:00;-2.5;49;738;3;79;В;2.3;87;Облачно, снег
;2022-03-05 17:00:00;-3.0;39;736;3;70;В;1.8;87;Облачно, снег
;2022-03-05 20:00:00;-5.1;48;733;3;53;С-В;3.0;87;Облачно, снег
;2022-03-05 23:00:00;-6.7;57;731;4;40;С-В;2.3;87;Облачно, снег
;2022-03-06 02:00:00;-9.4;66;730;4;30;С-В;2.9;87;Облачно, снег
2022-03-03 05:39:15;2022-03-02 23:00:00;-2.9;59;750;4;251;З;-;-;-
;2022-03-03 02:00:00;-4.4;66;750;4;255;З;0;0;Облачно, без осадков
;2022-03-03 05:00:00;-5.8;72;749;4;260;З;0;0;Облачно, без осадков
;2022-03-03 08:00:00;-6.8;68;749;4;258;З;0;0;Облачно, без осадков
;2022-03-03 11:00:00;-3.7;65;748;4;255;З;0;0;Облачно, без осадков
;2022-03-03 14:00:00;-1.7;61;747;3;252;З;0;0;Облачно, без осадков
;2022-03-03 17:00:00;0.1;58;747;3;248;З;0;0;Облачно, без осадков
